	0
4819	RPLP0P2
4820	PLA2G16
4821	SLC14A2
4822	CDC20B
4823	ARHGEF19
4824	ZNF860
4825	C1orf230
4826	VPREB3
4827	NETO2
4828	ALOX5
4829	LRRC43
4830	CCDC67
4831	LRRC24
4832	DTX1
4833	SHE
4834	C10orf72
4835	KAZALD1
4836	SLC4A1
4837	FAM65B
4838	GPR116
4839	S100A4
4840	WNT10B
4841	C1orf133
4842	CRYGN
4843	HPGDS
4844	RNASE2
4845	CES8
4846	CADM4
4847	KCNMB1
4848	CCR8
4849	FRMD6
4850	AGAP11
4851	FOXP3
4852	HAPLN3
4853	MYLK
4854	TYR
4855	NHSL2
4856	NOD2
4857	TRPM5
4858	AG2
4859	CLDN5
4860	KCNMB4
4861	STAP2
4862	C1orf150
4863	IL4I1
4864	SSX1
4865	BGN
4866	FAR2
4867	CDT1
4868	TNFSF14
4869	RCAN2
4870	SPEF2
4871	FHAD1
4872	SATB2
4873	RPTN
4874	AVPR2
4875	SLC16A3
4876	ST3GAL5
4877	HIST1H3D
4878	GGT8P
4879	CPNE5
4880	PTGS1
4881	B3GALT1
4882	C9orf98
4883	LYG1
4884	ABCC4
4885	UPP2
4886	DUSP1
4887	GPX8
4888	C1R
4889	TNFRSF6B
4890	RGAG4
4891	ALPK3
4892	BTNL3
4893	RMRP
4894	ISG15
4895	NXPH2
4896	C12orf68
4897	LDLRAD3
4898	AACSL
4899	AMY2B
4900	CMAH
4901	MAP3K15
4902	APOL1
4903	TUBB2A
4904	FLJ22536
4905	PTPRCAP
4906	IL20
4907	P2RY8
4908	SLC45A1
4909	ABLIM2
4910	RGS1
4911	C5orf27
4912	CCDC74A
4913	PRSS27
4914	TMEM132A
4915	ATP10A
4916	PDCD1LG2
4917	CDH7
4918	GPR120
4919	RGS17
4920	CNIH3
4921	KEL
4922	LOC100133545
4923	CENPK
4924	GVIN1
4925	SLC2A12
4926	KIF11
4927	GPR83
4928	ZNF280A
4929	THBD
4930	ME1
4931	PCDHB4
4932	RAB36
4933	LOC100128239
4934	EDA
4935	AMOT
4936	C7orf10
4937	HS3ST1
4938	HLA-DOA
4939	EMCN
4940	GPRIN3
4941	PRDM6
4942	LOC388387
4943	CCL23
4944	PRICKLE1
4945	CBFA2T3
4946	CTGF
4947	DKK3
4948	ECM2
4949	HMGA1
4950	SLAMF8
4951	LDLRAD1
4952	SIGLEC11
4953	FCGR2C
4954	ORC6L
4955	WFDC12
4956	BRCA2
4957	TNFRSF10C
4958	SNTB1
4959	C10orf95
4960	NUSAP1
4961	NCF1
4962	TSPAN18
4963	CCR5
4964	C1QB
4965	CA11
4966	FAM26F
4967	SLC5A7
4968	GSTM3
4969	MYH6
4970	ITGA7
4971	ZPLD1
4972	MCF2L2
4973	CD274
4974	FAM92B
4975	CAND2
4976	PVRL1
4977	SERINC5
4978	SPACA4
4979	LINGO3
4980	WDR69
4981	EDNRA
4982	EBF4
4983	IFI6
4984	GCET2
4985	VASH2
4986	A4GALT
4987	EFCAB6
4988	ABCG5
4989	METTL7A
4990	FAM129A
4991	C8orf48
4992	CDK5R1
4993	FAM81A
4994	C13orf18
4995	GDPD3
4996	SMAGP
4997	C2orf85
4998	POU5F1B
4999	CHST2
